Tree,Tree,Geno,Row,Col,Xgal,Csub,Lsp,Chol,Xmon,Pmel,Pads,Pund,Rsp
N2.28,N2.28,WC.5,5,1,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,5,3,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,5,5,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,5,7,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,5,9,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,6,2,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,6,4,1,1,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,6,6,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,6,8,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,6,10,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,7,1,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,7,3,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,7,5,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,7,7,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,7,9,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,8,2,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,8,4,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,8,6,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,8,8,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,8,10,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,9,1,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,9,3,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,9,5,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,9,7,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,9,9,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,10,2,1,1,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,10,4,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,10,6,1,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,10,8,0,0,0,0,0,0,0,0,0
N2.28,N2.28,WC.5,10,10,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,1,1,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,1,3,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,1,5,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,1,7,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,1,9,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,2,2,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,2,4,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,2,6,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,2,8,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,2,10,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,3,1,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,3,3,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,3,5,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,3,7,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,3,9,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,4,2,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,4,4,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,4,6,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,4,8,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,4,10,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,5,1,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,5,3,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,5,5,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,5,7,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,5,9,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,6,2,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,6,4,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,6,6,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,6,8,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,6,10,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,7,1,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,7,3,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,7,5,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,7,7,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,7,9,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,8,2,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,8,4,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,8,6,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,8,8,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,8,10,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,9,1,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,9,3,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,9,5,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,9,7,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,9,9,1,1,0,0,0,0,0,0,0
N2.3,N2.3,,10,2,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,10,4,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,10,6,1,0,0,0,0,0,0,0,0
N2.3,N2.3,,10,8,0,0,0,0,0,0,0,0,0
N2.3,N2.3,,10,10,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,1,1,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,1,3,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,1,5,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,1,7,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,1,9,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,2,2,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,2,4,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,2,6,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,2,8,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,2,10,1,0,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,3,1,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,3,3,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,3,5,1,0,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,3,7,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,3,9,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,4,2,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,4,4,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,4,6,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,4,8,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,4,10,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,5,1,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,5,3,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,5,5,1,0,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,5,7,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,5,9,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,6,2,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,6,4,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,6,6,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,6,8,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,6,10,0,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,7,1,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,7,3,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,7,5,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,7,7,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,7,9,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,8,2,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,8,4,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,8,6,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,8,8,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,8,10,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,9,1,0,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,9,3,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,9,5,1,0,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,9,7,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,9,9,1,1,1,0,0,0,0,0,0
N2.31,N2.31,WC.5,10,2,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,10,4,1,1,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,10,6,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,10,8,1,0,0,0,0,0,0,0,0
N2.31,N2.31,WC.5,10,10,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,1,1,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,1,3,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,1,5,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,1,7,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,1,9,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,2,2,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,2,4,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,2,6,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,2,8,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,2,10,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,3,1,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,3,3,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,3,5,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,3,7,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,3,9,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,4,2,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,4,4,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,4,6,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,4,8,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,4,10,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,5,1,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,5,3,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,5,5,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,5,7,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,5,9,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,6,2,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,6,4,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,6,6,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,6,8,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,6,10,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,7,1,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,7,3,1,0,0,0,0,1,1,0,0
N2.44,N2.44,,7,5,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,7,7,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,7,9,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,8,2,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,8,4,1,1,0,0,0,0,0,0,0
N2.44,N2.44,,8,6,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,8,8,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,8,10,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,9,1,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,9,3,1,1,0,0,0,1,0,0,0
N2.44,N2.44,,9,5,1,0,0,0,0,1,0,0,0
N2.44,N2.44,,9,7,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,9,9,0,0,0,0,0,0,0,0,0
N2.44,N2.44,,10,2,1,1,0,0,0,0,0,0,0
N2.44,N2.44,,10,4,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,10,6,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,10,8,1,0,0,0,0,0,0,0,0
N2.44,N2.44,,10,10,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,1,1,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,1,3,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,1,5,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,1,7,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,1,9,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,2,2,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,2,4,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,2,6,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,2,8,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,2,10,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,3,1,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,3,3,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,3,5,1,1,1,0,0,0,0,0,0
N3.13,N3.13,,3,7,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,3,9,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,4,2,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,4,4,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,4,6,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,4,8,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,4,10,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,5,1,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,5,3,1,0,0,1,0,0,0,0,0
N3.13,N3.13,,5,5,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,5,7,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,5,9,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,6,2,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,6,4,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,6,6,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,6,8,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,6,10,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,7,1,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,7,3,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,7,5,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,7,7,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,7,9,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,8,2,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,8,4,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,8,6,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,8,8,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,8,10,1,0,0,0,0,1,0,0,0
N3.13,N3.13,,9,1,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,9,3,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,9,5,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,9,7,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,9,9,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,10,2,1,0,0,0,0,0,0,0,0
N3.13,N3.13,,10,4,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,10,6,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,10,8,0,0,0,0,0,0,0,0,0
N3.13,N3.13,,10,10,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,1,1,1,1,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,1,3,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,1,5,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,1,7,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,1,9,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,2,2,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,2,4,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,2,6,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,2,8,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,2,10,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,3,1,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,3,3,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,3,5,1,1,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,3,7,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,3,9,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,4,2,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,4,4,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,4,6,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,4,8,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,4,10,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,5,1,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,5,3,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,5,5,1,1,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,5,7,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,5,9,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,6,2,1,1,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,6,4,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,6,6,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,6,8,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,6,10,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,7,1,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,7,3,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,7,5,1,1,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,7,7,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,7,9,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,8,2,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,8,4,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,8,6,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,8,8,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,8,10,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,9,1,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,9,3,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,9,5,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,9,7,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,9,9,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,10,2,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,10,4,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,10,6,1,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,10,8,0,0,0,0,0,0,0,0,0
N4.12,N4.12,WC.5,10,10,0,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,1,1,0,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,1,3,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,1,5,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,1,7,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,1,9,1,0,0,0,0,0,1,0,0
N4.16,N4.16,H10,2,2,0,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,2,4,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,2,6,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,2,8,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,2,10,1,1,0,0,0,0,0,0,0
N4.16,N4.16,H10,3,1,0,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,3,3,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,3,5,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,3,7,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,3,9,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,4,2,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,4,4,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,4,6,1,0,0,1,0,0,0,0,0
N4.16,N4.16,H10,4,8,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,4,10,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,5,1,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,5,3,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,5,5,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,5,7,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,5,9,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,6,2,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,6,4,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,6,6,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,6,8,1,0,0,0,0,1,0,0,0
N4.16,N4.16,H10,6,10,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,7,1,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,7,3,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,7,5,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,7,7,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,7,9,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,8,2,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,8,4,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,8,6,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,8,8,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,8,10,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,9,1,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,9,3,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,9,5,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,9,7,1,1,0,0,0,0,0,0,0
N4.16,N4.16,H10,9,9,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,10,2,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,10,4,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,10,6,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,10,8,1,0,0,0,0,0,0,0,0
N4.16,N4.16,H10,10,10,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,1,1,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,1,3,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,1,5,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,1,7,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,1,9,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,2,2,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,2,4,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,2,6,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,2,8,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,2,10,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,3,1,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,3,3,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,3,5,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,3,7,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,3,9,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,4,2,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,4,4,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,4,6,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,4,8,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,4,10,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,5,1,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,5,3,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,5,5,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,5,7,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,5,9,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,6,2,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,6,4,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,6,6,1,0,0,0,0,0,0,0,0
