Tree,Tree,Geno,Row,Col,Xgal,Csub,Lsp,Chol,Xmon,Pmel,Pads,Pund,Rsp
N5.05,N5.05,,6,8,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,6,10,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,7,1,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,7,3,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,7,5,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,7,7,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,7,9,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,8,2,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,8,4,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,8,6,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,8,8,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,8,10,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,9,1,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,9,3,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,9,5,1,1,0,0,0,0,0,0,0
N5.05,N5.05,,9,7,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,9,9,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,10,2,1,0,0,0,0,0,0,0,0
N5.05,N5.05,,10,4,1,1,0,0,0,0,0,0,0
N5.05,N5.05,,10,6,1,1,0,0,0,0,0,0,0
N5.05,N5.05,,10,8,0,0,0,0,0,0,0,0,0
N5.05,N5.05,,10,10,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,1,1,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,1,3,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,1,5,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,1,7,1,1,0,0,0,1,0,0,0
N5.12,N5.12,,1,9,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,2,2,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,2,4,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,2,6,1,1,0,0,0,1,0,0,0
N5.12,N5.12,,2,8,1,0,0,0,0,1,0,0,0
N5.12,N5.12,,2,10,1,1,0,0,0,0,1,0,0
N5.12,N5.12,,3,1,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,3,3,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,3,5,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,3,7,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,3,9,1,1,0,0,0,1,0,0,0
N5.12,N5.12,,4,2,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,4,4,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,4,6,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,4,8,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,4,10,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,5,1,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,5,3,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,5,5,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,5,7,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,5,9,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,6,2,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,6,4,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,6,6,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,6,8,1,1,0,0,0,0,1,0,0
N5.12,N5.12,,6,10,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,7,1,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,7,3,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,7,5,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,7,7,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,7,9,1,0,0,0,0,0,1,0,0
N5.12,N5.12,,8,2,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,8,4,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,8,6,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,8,8,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,8,10,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,9,1,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,9,3,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,9,5,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,9,7,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,9,9,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,10,2,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,10,4,1,0,0,0,0,0,0,0,0
N5.12,N5.12,,10,6,1,1,0,0,0,0,0,0,0
N5.12,N5.12,,10,8,1,0,0,0,0,1,0,0,0
N5.12,N5.12,,10,10,1,1,0,0,0,0,1,0,0
N5.13,N5.13,,1,1,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,1,3,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,1,5,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,1,7,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,1,9,1,1,0,0,0,0,0,0,0
N5.13,N5.13,,2,2,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,2,4,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,2,6,1,1,1,0,0,0,0,0,0
N5.13,N5.13,,2,8,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,2,10,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,3,1,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,3,3,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,3,5,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,3,7,1,0,1,0,0,0,0,0,0
N5.13,N5.13,,3,9,1,0,1,0,0,0,0,0,0
N5.13,N5.13,,4,2,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,4,4,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,4,6,1,1,0,0,0,0,0,0,0
N5.13,N5.13,,4,8,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,4,10,1,1,0,0,0,0,0,0,0
N5.13,N5.13,,5,1,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,5,3,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,5,5,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,5,7,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,5,9,1,1,1,0,0,0,0,0,0
N5.13,N5.13,,6,2,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,6,4,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,6,6,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,6,8,1,1,0,0,0,0,0,0,0
N5.13,N5.13,,6,10,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,7,1,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,7,3,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,7,5,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,7,7,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,7,9,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,8,2,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,8,4,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,8,6,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,8,8,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,8,10,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,9,1,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,9,3,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,9,5,1,0,0,0,1,0,0,0,0
N5.13,N5.13,,9,7,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,9,9,1,0,0,0,0,0,0,1,0
N5.13,N5.13,,10,2,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,10,4,0,0,0,0,0,0,0,0,0
N5.13,N5.13,,10,6,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,10,8,1,0,0,0,0,0,0,0,0
N5.13,N5.13,,10,10,0,1,1,1,0,0,0,0,1
N6.16,N6.16,,1,1,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,1,3,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,1,5,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,1,7,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,1,9,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,2,2,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,2,4,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,2,6,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,2,8,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,2,10,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,3,1,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,3,3,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,3,5,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,3,7,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,3,9,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,4,2,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,4,4,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,4,6,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,4,8,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,4,10,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,5,1,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,5,3,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,5,5,1,1,0,0,0,0,0,0,1
N6.16,N6.16,,5,7,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,5,9,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,6,2,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,6,4,1,1,0,0,0,0,0,0,1
N6.16,N6.16,,6,6,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,6,8,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,6,10,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,7,1,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,7,3,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,7,5,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,7,7,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,7,9,1,1,0,0,0,1,0,0,1
N6.16,N6.16,,8,2,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,8,4,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,8,6,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,8,8,1,1,0,0,1,0,0,0,0
N6.16,N6.16,,8,10,1,1,0,0,0,0,0,0,1
N6.16,N6.16,,9,1,1,1,0,0,1,0,0,0,0
N6.16,N6.16,,9,3,1,1,0,0,0,0,0,0,1
N6.16,N6.16,,9,5,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,9,7,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,9,9,1,1,1,0,0,0,0,0,1
N6.16,N6.16,,10,2,1,1,0,0,0,1,0,0,1
N6.16,N6.16,,10,4,1,0,0,0,0,0,0,0,0
N6.16,N6.16,,10,6,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,10,8,1,1,0,0,0,0,0,0,0
N6.16,N6.16,,10,10,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,1,1,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,1,3,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,1,5,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,1,7,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,1,9,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,2,2,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,2,4,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,2,6,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,2,8,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,2,10,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,3,1,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,3,3,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,3,5,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,3,7,1,0,1,0,0,0,0,0,0
N6.4,N6.4,H10,3,9,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,4,2,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,4,4,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,4,6,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,4,8,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,4,10,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,5,1,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,5,3,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,5,5,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,5,7,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,5,9,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,6,2,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,6,4,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,6,6,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,6,8,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,6,10,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,7,1,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,7,3,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,7,5,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,7,7,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,7,9,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,8,2,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,8,4,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,8,6,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,8,8,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,8,10,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,9,1,1,0,0,0,1,0,0,0,0
N6.4,N6.4,H10,9,3,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,9,5,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,9,7,1,1,0,0,0,0,0,0,0
N6.4,N6.4,H10,9,9,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,10,2,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,10,4,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,10,6,1,0,0,0,0,0,0,0,0
N6.4,N6.4,H10,10,8,1,0,0,1,0,0,0,0,0
N6.4,N6.4,H10,10,10,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,1,1,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,1,3,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,1,5,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,1,7,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,1,9,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,2,2,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,2,4,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,2,6,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,2,8,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,2,10,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,3,1,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,3,3,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,3,5,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,3,7,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,3,9,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,4,2,1,1,0,0,0,0,0,0,0
N6.6,N6.6,,4,4,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,4,6,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,4,8,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,4,10,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,5,1,1,1,0,1,0,0,0,0,0
N6.6,N6.6,,5,3,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,5,5,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,5,7,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,5,9,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,6,2,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,6,4,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,6,6,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,6,8,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,6,10,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,7,1,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,7,3,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,7,5,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,7,7,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,7,9,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,8,2,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,8,4,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,8,6,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,8,8,0,0,0,0,0,0,0,0,0
N6.6,N6.6,,8,10,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,9,1,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,9,3,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,9,5,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,9,7,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,9,9,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,10,2,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,10,4,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,10,6,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,10,8,1,0,0,0,0,0,0,0,0
N6.6,N6.6,,10,10,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,1,1,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,1,3,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,1,5,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,1,7,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,1,9,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,2,2,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,2,4,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,2,6,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,2,8,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,2,10,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,3,1,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,3,3,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,3,5,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,3,7,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,3,9,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,4,2,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,4,4,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,4,6,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,4,8,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,4,10,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,5,1,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,5,3,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,5,5,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,5,7,1,1,0,0,0,0,0,0,0
N7.7,N7.7,H10,5,9,1,0,0,1,0,0,0,0,0
N7.7,N7.7,H10,6,2,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,6,4,1,1,0,0,0,0,0,0,0
N7.7,N7.7,H10,6,6,1,1,0,0,0,0,0,0,0
N7.7,N7.7,H10,6,8,1,1,0,0,0,0,0,0,0
N7.7,N7.7,H10,6,10,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,7,1,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,7,3,1,1,0,0,0,0,0,0,0
N7.7,N7.7,H10,7,5,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,7,7,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,7,9,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,8,2,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,8,4,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,8,6,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,8,8,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,8,10,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,9,1,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,9,3,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,9,5,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,9,7,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,9,9,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,10,2,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,10,4,0,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,10,6,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,10,8,1,0,0,0,0,0,0,0,0
N7.7,N7.7,H10,10,10,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,1,1,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,1,3,1,1,1,0,0,0,0,0,0
N7.8,N7.8,WC.5,1,5,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,1,7,1,0,1,0,0,0,0,0,0
N7.8,N7.8,WC.5,1,9,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,2,2,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,2,4,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,2,6,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,2,8,1,0,1,0,0,0,0,0,0
N7.8,N7.8,WC.5,2,10,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,3,1,0,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,3,3,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,3,5,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,3,7,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,3,9,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,4,2,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,4,4,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,4,6,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,4,8,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,4,10,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,5,1,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,5,3,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,5,5,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,5,7,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,5,9,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,6,2,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,6,4,1,1,1,0,0,0,0,0,0
N7.8,N7.8,WC.5,6,6,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,6,8,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,6,10,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,7,1,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,7,3,1,1,1,0,0,0,0,0,0
N7.8,N7.8,WC.5,7,5,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,7,7,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,7,9,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,8,2,1,1,0,0,1,0,0,0,0
N7.8,N7.8,WC.5,8,4,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,8,6,1,0,0,0,1,0,0,0,0
N7.8,N7.8,WC.5,8,8,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,8,10,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,9,1,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,9,3,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,9,5,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,9,7,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,9,9,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,10,2,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,10,4,1,1,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,10,6,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,10,8,1,0,0,0,0,0,0,0,0
N7.8,N7.8,WC.5,10,10,1,0,0,0,0,0,0,0,0